NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica,ATIVO
ALUNO-538,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-542,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-548,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-550,0.0,0.0,0.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-563,0.0,0.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-565,1.0,1.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-566,5.0,5.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-567,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-571,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-572,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-578,0.0,0.0,0.0,Ametista,Ametista,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-584,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-595,0.0,0.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-596,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-610,5.0,5.0,5.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-617,0.0,0.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-620,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-627,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-628,0.0,0.0,0.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-632,0.0,0.0,1.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-653,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-658,0.0,0.0,0.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-660,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-675,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-687,3.0,3.0,3.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-690,0.0,0.0,0.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-694,0.0,0.0,0.0,Topázio,Topázio,Ametista,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-706,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-709,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-717,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-722,1.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-726,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-729,4.0,4.0,4.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-730,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-736,0.0,0.0,0.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,excelente,abaixo da media,abaixo da media,0
ALUNO-741,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-742,3.0,3.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-748,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-763,1.0,1.0,1.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-769,3.0,3.0,3.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-775,2.0,2.0,2.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-781,3.0,3.0,3.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,abaixo da media,excelente,0
ALUNO-784,2.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-798,3.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-802,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-805,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-809,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-812,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-818,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-822,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-827,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-833,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-834,3.0,3.0,3.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-843,6.0,6.0,7.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-845,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-865,0.0,0.0,1.0,Topázio,Topázio,Ágata,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-867,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-868,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-871,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-875,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-878,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-884,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-885,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-900,3.0,3.0,3.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-905,0.0,0.0,0.0,Ágata,Ágata,Ametista,0.0,0.0,1.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-914,2.0,2.0,2.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-939,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-945,3.0,3.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-946,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-947,1.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-956,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-959,1.0,1.0,1.0,Ametista,Ametista,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-963,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-966,0.0,0.0,0.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-969,0.0,0.0,2.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-972,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-977,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-987,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-995,1.0,1.0,1.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1001,0.0,0.0,0.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1009,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-1013,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1023,0.0,0.0,0.0,Ametista,Ametista,Ágata,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1026,3.0,3.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1032,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1038,4.0,4.0,5.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1043,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1044,0.0,0.0,0.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1049,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1050,0.0,0.0,0.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1055,3.0,3.0,4.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1057,3.0,3.0,3.0,Ametista,Ametista,Ágata,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1063,0.0,0.0,0.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1064,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,abaixo da media,excelente,0
ALUNO-1065,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1066,3.0,3.0,4.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1068,6.0,6.0,7.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1071,2.0,2.0,2.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1073,1.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1083,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1086,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1098,0.0,0.0,0.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1099,1.0,1.0,2.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1104,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1107,2.0,2.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1114,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-1115,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1117,0.0,0.0,0.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1122,4.0,4.0,5.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-1124,4.0,4.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-1126,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1140,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1143,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1146,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1147,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1151,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,abaixo da media,excelente,0
ALUNO-1155,0.0,0.0,0.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1157,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1160,4.0,4.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1164,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1182,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-1183,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1196,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1199,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1204,1.0,1.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1206,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1210,0.0,0.0,0.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1211,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1212,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1214,1.0,1.0,1.0,Ametista,Ametista,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1221,2.0,2.0,3.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1233,5.0,5.0,6.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2017.0,excelente,abaixo da media,excelente,0
ALUNO-1234,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1239,1.0,1.0,2.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1240,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1242,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1268,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,abaixo da media,excelente,0
ALUNO-1279,5.0,5.0,5.0,Quartzo,Quartzo,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-1286,0.0,0.0,0.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1300,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1301,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1307,2.0,2.0,2.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-1308,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1310,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-1330,4.0,4.0,4.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1332,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-1334,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-1335,2.0,2.0,2.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,excelente,abaixo da media,excelente,0
ALUNO-1345,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-2,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-6,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-7,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-9,0.0,0.0,0.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2022.0,excelente,excelente,abaixo da media,0
ALUNO-16,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,excelente,abaixo da media,0
ALUNO-20,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-21,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-22,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2022.0,excelente,excelente,abaixo da media,0
ALUNO-23,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-24,2.0,2.0,2.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-25,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,abaixo da media,0
ALUNO-26,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-27,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-31,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,abaixo da media,0
ALUNO-32,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-48,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2022.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-49,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-50,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2022.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-58,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-63,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-64,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2022.0,abaixo da media,excelente,abaixo da media,0
ALUNO-69,0.0,0.0,0.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-70,2.0,2.0,2.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-72,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-73,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-74,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-79,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-92,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-99,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-101,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-107,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-108,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-110,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-114,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-116,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-119,3.0,3.0,3.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-121,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,abaixo da media,excelente,excelente,0
ALUNO-122,1.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-123,2.0,2.0,2.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-130,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-131,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-134,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-138,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-140,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-141,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-142,3.0,3.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-144,4.0,4.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-148,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-150,2.0,2.0,2.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2022.0,excelente,excelente,excelente,0
ALUNO-166,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-170,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-172,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2022.0,excelente,abaixo da media,excelente,0
ALUNO-175,4.0,4.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
ALUNO-178,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2022.0,excelente,excelente,excelente,0
