NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica,ATIVO
ALUNO-708,1.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-710,2.0,2.0,3.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-712,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-713,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-714,7.0,7.0,7.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,0
ALUNO-716,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-718,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-719,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,0
ALUNO-720,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-721,1.0,2.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,1
ALUNO-724,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-725,2.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,0
ALUNO-731,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-732,4.0,5.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-733,2.0,3.0,3.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-737,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-738,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-739,3.0,3.0,4.0,Topázio,Ametista,Ametista,1.0,1.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-740,0.0,0.0,0.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-743,0.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-744,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-745,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-746,2.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-747,3.0,4.0,5.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-749,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-750,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-753,3.0,4.0,4.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,1
ALUNO-755,3.0,4.0,5.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-756,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-757,3.0,3.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,1
ALUNO-758,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-760,0.0,0.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-766,4.0,5.0,6.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,1
ALUNO-767,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-768,3.0,3.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-773,2.0,2.0,3.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-776,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-777,1.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-779,6.0,6.0,6.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,0
ALUNO-780,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-782,5.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-783,1.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,1
ALUNO-785,2.0,2.0,2.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-786,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-789,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-790,3.0,4.0,5.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-792,1.0,2.0,3.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,excelente,abaixo da media,excelente,1
ALUNO-793,0.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-794,2.0,3.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-795,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-796,3.0,4.0,4.0,Topázio,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-797,1.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-803,0.0,0.0,0.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,abaixo da media,0
ALUNO-807,0.0,1.0,1.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-811,2.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-813,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-814,1.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-817,2.0,2.0,3.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-820,4.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-821,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-823,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-824,1.0,1.0,2.0,Ametista,Ametista,Quartzo,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-825,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-826,2.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,abaixo da media,excelente,0
ALUNO-828,4.0,5.0,6.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,2016.0,abaixo da media,excelente,excelente,1
ALUNO-829,3.0,3.0,4.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-830,4.0,5.0,5.0,Topázio,Topázio,Topázio,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-831,0.0,1.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-835,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,abaixo da media,abaixo da media,excelente,1
ALUNO-837,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-838,5.0,6.0,6.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,abaixo da media,excelente,0
ALUNO-840,0.0,0.0,0.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,1
ALUNO-842,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,abaixo da media,excelente,abaixo da media,0
ALUNO-846,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-848,2.0,2.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-849,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-850,3.0,3.0,4.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-851,0.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-855,2.0,2.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,1
ALUNO-858,1.0,2.0,2.0,Topázio,Topázio,Ágata,1.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-860,3.0,3.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-861,3.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-862,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-866,1.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-872,2.0,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,1
ALUNO-873,1.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-874,4.0,5.0,5.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-877,2.0,2.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-880,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-886,0.0,0.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-888,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-889,2.0,2.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-890,2.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-892,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-894,5.0,5.0,5.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-898,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2017.0,excelente,abaixo da media,excelente,0
ALUNO-899,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-902,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-903,1.0,1.0,2.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-904,3.0,4.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-906,4.0,5.0,5.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-907,1.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-908,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-909,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-910,5.0,6.0,7.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2016.0,abaixo da media,excelente,excelente,1
ALUNO-911,3.0,4.0,4.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,1
ALUNO-912,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-916,3.0,4.0,5.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,1
ALUNO-917,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-919,5.0,6.0,7.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-920,4.0,4.0,5.0,Ametista,Ametista,Ametista,1.0,1.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-922,2.0,2.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-923,0.0,0.0,0.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,abaixo da media,1
ALUNO-926,2.0,2.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2018.0,excelente,abaixo da media,excelente,1
ALUNO-927,1.0,1.0,1.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-928,7.0,7.0,7.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-929,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-930,4.0,5.0,6.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-931,0.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-932,2.0,3.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-935,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-937,1.0,2.0,3.0,Ametista,Topázio,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-938,3.0,3.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-940,0.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-942,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-943,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-944,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,abaixo da media,1
ALUNO-948,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-950,7.0,7.0,7.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,0
ALUNO-951,5.0,6.0,6.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-953,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,abaixo da media,0
ALUNO-957,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-958,3.0,4.0,5.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-961,1.0,2.0,2.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-962,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,abaixo da media,0
ALUNO-964,1.0,2.0,3.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-965,2.0,3.0,3.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-968,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-970,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-973,1.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-983,2.0,3.0,3.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-984,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,1
ALUNO-986,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-989,2.0,2.0,2.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-991,2.0,2.0,2.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-992,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-993,5.0,5.0,5.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,abaixo da media,excelente,1
ALUNO-994,2.0,2.0,3.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-996,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-997,1.0,2.0,2.0,Topázio,Topázio,Ametista,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-999,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,abaixo da media,excelente,0
ALUNO-1002,3.0,3.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1003,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1004,0.0,0.0,0.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1006,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1007,2.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1010,1.0,1.0,2.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1012,1.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-1014,1.0,1.0,1.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1015,3.0,3.0,4.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-1016,2.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1017,2.0,3.0,4.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1018,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1019,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1020,8.0,8.0,8.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,abaixo da media,0
ALUNO-1021,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1022,0.0,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1024,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1027,5.0,6.0,6.0,Ametista,Ágata,Ágata,1.0,0.0,0.0,2016.0,excelente,abaixo da media,excelente,0
ALUNO-1028,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1029,1.0,2.0,3.0,Ametista,Topázio,Ametista,1.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1031,0.0,1.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1034,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1035,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,1.0,2020.0,excelente,excelente,excelente,0
ALUNO-1036,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1041,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1046,3.0,3.0,3.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,0
ALUNO-1047,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-1051,3.0,3.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1056,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-1061,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1067,0.0,1.0,2.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1070,0.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1072,3.0,3.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1075,4.0,5.0,5.0,Topázio,Ametista,Ametista,0.0,1.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-1077,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-1078,1.0,2.0,2.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1079,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1081,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-1084,0.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1085,3.0,4.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1087,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1088,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-1089,0.0,1.0,1.0,Topázio,Ágata,Ágata,1.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1090,1.0,1.0,1.0,Ágata,Ametista,Quartzo,0.0,1.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-1092,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1093,5.0,6.0,7.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-1094,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1095,0.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1097,3.0,3.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-1100,8.0,8.0,8.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2018.0,excelente,excelente,abaixo da media,0
ALUNO-1103,2.0,2.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,2016.0,abaixo da media,abaixo da media,excelente,1
